cpu,ma6,ma12,ma24,ma36,ema,6sd,upper_band,lower_band
0.461284011602,1.1367851793775,1.1314652437969162,1.2184646713235834,1.0487230378719443,0.7624389952375066,0.7423990491211279,2.621583277619756,-0.3480129188647558
0.475046992302,1.0469055076444997,1.0567011410995828,1.2167869620024168,1.0433526494435832,0.5708443266138356,0.7912284811096317,2.6293624698637634,-0.5355514545747637
0.49162769317599997,1.0496296236916665,0.9714683170125826,1.1730724734564169,1.0364776179193333,0.5180332376552785,0.7888915233654002,2.627412670422467,-0.528153423039134
1.06473302841,1.0006729513399997,0.9225488180917493,1.1304662289718335,1.0505447015164724,0.8824997648250928,0.7748822474039774,2.5504374461479546,-0.5490915434679551
0.99636298418,0.7544162919116664,0.9394920642179159,1.1102136460443333,1.0632464231714447,0.9584085777283643,0.30593149787241997,1.3662792876565062,0.14255329616682644
0.579768180847,0.6781371484194997,0.9085061624648324,1.0736239887775418,1.0527070007388613,0.7059816464741214,0.2769321874058789,1.2320015232312573,0.12427277360774192
0.190437093377,0.6329959953819996,0.8848905873797491,1.044349366799125,1.0243672807182225,0.3622852777427072,0.3352780638999701,1.3035521231819398,-0.03756013241794065
0.545037090778,0.6446610117946664,0.8457832597195823,1.0112965522957085,1.0278885608744448,0.48411981976623575,0.3298573468456585,1.3043757054859833,-0.015053681896650573
0.43960198759999997,0.635990060865333,0.842809842278499,0.9757344679286252,1.0224122823110837,0.45444126498874526,0.33532319955422063,1.3066364599737743,-0.03465633824310821
0.335038006306,0.5143742238479997,0.7575235875939991,0.9087647081663751,1.0149655048216393,0.3748390925335818,0.2757598146359674,1.0658938531199345,-0.037145405423935074
0.44856598973300005,0.4230747247734996,0.5887455083425824,0.8957744160046669,1.0050095878540004,0.42399035733319396,0.14298345655616534,0.7090416378858303,0.13710781166116892
0.863166987896,0.4703078592816663,0.5742225038505824,0.8755937063445002,1.011834031591667,0.716774777708398,0.22714043724311647,0.9245887337678993,0.016026984795433352
0.38705599308,0.503077675898833,0.5680368356404156,0.849751039718667,1.001655392762528,0.49696225462279936,0.18980197759045067,0.8826816310797343,0.12347372071793167
0.7794600129129999,0.5421481629213329,0.5934045873579991,0.8250528642287919,1.0089928371209447,0.6852940934829331,0.2216265053939118,0.9854011737091566,0.09889515213350936
0.376019984484,0.5315511624019996,0.5837706116336657,0.7776194643231252,0.9766385195155003,0.4791113541503111,0.22891073130957418,0.989372625021148,0.07372969978285127
1.1141531467399999,0.6614036858076662,0.5878889548278323,0.755218886459792,0.9496071375905003,0.9024725492101036,0.3038546360252775,1.2691129578582212,0.05369441375711115
0.30221799016,0.6370123525454995,0.5300435386594989,0.7347678014387086,0.9168236102493892,0.5023028431767012,0.3291756538469876,1.2953636602394747,-0.021338955148475724
0.361802995205,0.5534516870969995,0.5118797731893323,0.7101929678270836,0.8863759169148059,0.40863627786223367,0.3238774514670743,1.2012065900311482,-0.09430321583714907
0.1821949929,0.5193081870669994,0.5111929314829157,0.6980417594313337,0.8666305550270559,0.25767542122074455,0.35429714993968814,1.2279024869463757,-0.18928611281237684
0.3243060112,0.4434491867814995,0.4927986748514157,0.6692909672855004,0.8384639264809448,0.3020958145402482,0.3356938190771147,1.114836824935729,-0.2279384513727299
0.433243095875,0.45298637201333286,0.4922687672076657,0.6675393047430838,0.8145792343549726,0.3895273354300827,0.33420455424459133,1.1213954805025155,-0.2154227364758498
0.411601006985,0.33589434872083296,0.49864901726424904,0.6280863024291253,0.7720594778656671,0.40424311646669425,0.09030106678529044,0.5164964822914139,0.15529221515025207
0.384793996811,0.3496570164959996,0.4933346845207491,0.5410400964316671,0.7616278388433614,0.39127703669623143,0.09043453502340144,0.5305260865428025,0.16878794644919673
