time_stamp,numberOfTaskIndex,numberOfMachineId,meanCPUUsage,canonical memory usage,AssignMem,unmapped_cache_usage,page_cache_usage,max_mem_usage,mean_diskIO_time,mean_local_disk_space,max_cpu_usage, max_disk_io_time, cpi, mai,sampling_portion,agg_type,sampled_cpu_usage
600.0,3089.0,3089.0,0.668380975723,0.158745795488,0.351780712605,0.0188159793615,0.0306551996619,0.18923050165199998,0.006223632022739999,0.00419089477509,5.33933019638,0.761953771114,182.527999878,0.38811001181599997,0.0,3089.0,0.0
900.0,3089.0,3089.0,0.739128828049,0.164336651564,0.360929787159,0.0190654974431,0.0326603390276,0.196537494659,0.0020724767819000002,0.00418898742646,5.1726398468,0.33605363965,187.960998535,0.396634310484,0.0,3089.0,0.0
1200.0,3089.0,3089.0,0.558318018913,0.16492030024499998,0.362984985113,0.019132217392299998,0.0333516001701,0.189971998334,0.000704742968082,0.00418803282082,4.6926598548900005,0.0939048230648,194.289001465,0.42470899224299996,0.0,3089.0,0.0
1500.0,3090.0,3090.0,0.5391010046010001,0.156563207507,0.338543891907,0.0178556088358,0.0312834307551,0.189650207758,0.00136283878237,0.00418803282082,4.08129024506,0.243071526289,216.098999023,0.53352200985,0.0,3090.0,0.0
1800.0,3089.0,3089.0,0.9591873884200001,0.187370613217,0.41575199365599996,0.0209733191878,0.0372444689274,0.223219662905,0.007568117231130001,0.00418994110078,6.109560012819999,0.9855571389200001,198.815002441,0.405335992575,0.0,3089.0,0.0
2100.0,3090.0,3090.0,1.21066701412,0.206956773996,0.467050611973,0.0230057295412,0.0412498004735,0.23469209671,0.0044965487904799996,0.00418994110078,6.938640117649999,0.557349860668,225.71600341799999,0.469581007957,0.0,3090.0,0.0
2400.0,3089.0,3089.0,0.418271005154,0.17028956115200003,0.375984787941,0.021387886256,0.038557279855,0.217729702592,0.00159636395983,0.0041870791465,4.90585613251,0.18030308187,325.05300903299997,0.879410028458,0.0,3089.0,0.0
2700.0,3089.0,3089.0,0.636748015881,0.17315110564199998,0.382267594337,0.0198249202222,0.0348422005773,0.21366000175500002,0.0016097112093099999,0.00418231030926,5.84396791458,0.240229263902,224.74699401900003,0.514477014542,0.0,3089.0,0.0
3000.0,3089.0,3089.0,0.603121995926,0.161668494344,0.360350608826,0.0186040811241,0.0318026393652,0.192229002714,0.0006170105189090001,0.00418517226353,5.09824991226,0.0901249796152,195.16900634799998,0.425204992294,0.0,3089.0,0.0
3300.0,3089.0,3089.0,0.806979000568,0.168495506048,0.377811014652,0.018720529973500002,0.031405869871400004,0.18671399354899998,0.0009289517765860001,0.00418421858922,5.33264017105,0.138833358884,184.440002441,0.39374598860699994,0.0,3089.0,0.0
3600.0,3090.0,3090.0,0.61748701334,0.155933529139,0.345855802298,0.018228141591000002,0.0301411002874,0.18202699720899998,0.00247667799704,0.0041889892891,4.44568395615,0.40503391623499996,207.026000977,0.497884005308,0.0,3090.0,0.0
3900.0,3089.0,3089.0,0.753486990929,0.170334294438,0.375622987747,0.019948884844799997,0.0340999998152,0.200283005834,0.00357904471457,0.0041908971034,5.3230400085400005,0.486449837685,206.136001587,0.455949991941,0.0,3089.0,0.0
4200.0,3090.0,3090.0,0.51531201601,0.16023600101500002,0.35573649406400004,0.0187804605812,0.032203499227800005,0.18999299407,0.00121496163774,0.00419280538335,4.69016981125,0.182829365134,215.988998413,0.507004022598,0.0,3090.0,0.0
4500.0,3090.0,3090.0,1.5407754182799998,0.20595189929000002,0.451327711344,0.023507393896599997,0.0406078994274,0.319330990314,0.025528084486700003,0.0041899420321,10.7705802917,3.32173085213,256.136108398,0.471258997917,0.0,3090.0,0.0
4800.0,3090.0,3090.0,2.08728289604,0.27270039916,0.632585406303,0.0338818095624,0.06104297935959999,0.319504708052,0.0030765375122399994,0.00419280165806,10.7421598434,0.458484172821,269.45300293,0.507849991322,0.0,3090.0,0.0
5100.0,3090.0,3090.0,1.48242497444,0.254725188017,0.580070674419,0.0264704097062,0.050719019025600005,0.302453011274,0.00440307985991,0.00419756956398,10.802398681600001,0.622480332851,287.49899292,0.593311011791,0.0,3090.0,0.0
5400.0,3090.0,3090.0,1.45791995525,0.252056241035,0.585935950279,0.0277369879186,0.0504443794489,0.294227391481,0.0026187999174,0.00419852184132,9.788180351260001,0.385093867779,279.20199585,0.553569018841,0.0,3090.0,0.0
5700.0,3089.0,3089.0,0.8930280208589999,0.214831024408,0.49477601051299996,0.024957163259400002,0.0437076464295,0.259058386087,0.00310904649086,0.00419756677002,6.476126194,0.515698432922,266.704986572,0.565805017948,0.0,3089.0,0.0
6000.0,3090.0,3090.0,1.3383046388600002,0.200382322073,0.444317877293,0.022590996697499997,0.0386619009078,0.271607995033,0.013729467056700001,0.0041966130957,8.2841758728,1.7602032422999998,225.164505005,0.453217595816,0.0,3090.0,0.0
6300.0,3090.0,3090.0,1.29309201241,0.233667448163,0.529165506363,0.0281666703522,0.050003178417699995,0.281206607819,0.00167837075423,0.00420328974724,8.40296936035,0.227485373616,248.29600524900002,0.47160100936899996,0.0,3090.0,0.0
6600.0,3089.0,3089.0,1.9423122406,0.24647159874400001,0.548734724522,0.025973664596700002,0.0467869900167,0.31545698642700004,0.010687024332600001,0.00420042732731,11.1320199966,1.45324087143,253.894104004,0.47604060173,0.0,3089.0,0.0
6900.0,3089.0,3089.0,0.7603330016140001,0.22867919504599998,0.51826941967,0.0310002602637,0.0574729181826,0.32541051507,0.005275550764050001,0.00420137960464,8.81105804443,0.758945226669,314.093994141,0.649339020252,0.0,3089.0,0.0
7200.0,3089.0,3089.0,1.3475040197400001,0.263112187386,0.594202876091,0.028994238004099997,0.0541410148144,0.297258287668,0.0024299686774600002,0.00420424062759,9.13994979858,0.34596344828599995,315.56100463900003,0.693292021751,0.0,3089.0,0.0
7500.0,3089.0,3089.0,1.0072799921,0.24654267728300003,0.568722903728,0.0271102674305,0.0490556508303,0.28303268551800004,0.0026293022092399995,0.00420709978789,7.72529697418,0.359070658684,306.649993896,0.6814810037610001,0.0,3089.0,0.0
7800.0,3089.0,3089.0,1.37221622467,0.22098425030699997,0.493798285723,0.024717470631,0.042320050299199996,0.267379105091,0.00867846887559,0.00420614564791,8.1785993576,0.9334914088249999,253.826004028,0.522206008434,0.0,3089.0,0.0
8100.0,3090.0,3090.0,1.51442158222,0.225623324513,0.507907092571,0.0252093803138,0.044439960271100004,0.29000261426,0.0084792310372,0.00420900760219,9.22650241852,1.21154546738,236.667999268,0.47099301218999995,0.0,3090.0,0.0
8400.0,3089.0,3089.0,1.65176701546,0.25091710686700003,0.575578987598,0.0295650325716,0.0520693808794,0.284765005112,0.0010404430795499999,0.00420805299655,8.92831420898,0.141136825085,249.410995483,0.47613900899899997,0.0,3089.0,0.0
8700.0,3090.0,3090.0,0.7930440306659999,0.224609524012,0.517355382442,0.026128180325000003,0.0466361604631,0.257494300604,0.00170612439979,0.00421187002212,7.308866977689999,0.22786158323300001,285.785003662,0.651069998741,0.0,3090.0,0.0
9000.0,3089.0,3089.0,0.951599001884,0.21613579988499998,0.497079908848,0.0251923501492,0.043392561376099995,0.252741008997,0.0032578429672899998,0.0042109163478,6.72124004364,0.434140861034,247.776000977,0.512574970722,0.0,3089.0,0.0
9300.0,3090.0,3090.0,0.473823994398,0.1495795995,0.333371698856,0.017613168805799998,0.0296475123614,0.205846592784,0.00319201918319,0.00420233421028,4.776662826540001,0.5058224797249999,270.031005859,0.679702997208,0.0,3090.0,0.0
